input: -0.123655, output_cpu: 0.469126, output_gpu: 0.469126
input: -6.902259, output_cpu: 0.001005, output_gpu: 0.001005
input: -8.221074, output_cpu: 0.000269, output_gpu: 0.000269
input: -5.277362, output_cpu: 0.005080, output_gpu: 0.005080
input: -4.402497, output_cpu: 0.012099, output_gpu: 0.012099
input: -5.289485, output_cpu: 0.005019, output_gpu: 0.005019
input: -5.308550, output_cpu: 0.004925, output_gpu: 0.004925
input: -4.635342, output_cpu: 0.009610, output_gpu: 0.009610
input: -5.121902, output_cpu: 0.005929, output_gpu: 0.005929
input: -6.091328, output_cpu: 0.002257, output_gpu: 0.002257
input: -6.678125, output_cpu: 0.001257, output_gpu: 0.001257
input: -7.349920, output_cpu: 0.000642, output_gpu: 0.000642
input: -7.994066, output_cpu: 0.000337, output_gpu: 0.000337
input: -8.123934, output_cpu: 0.000296, output_gpu: 0.000296
input: -7.522428, output_cpu: 0.000541, output_gpu: 0.000541
input: -7.496300, output_cpu: 0.000555, output_gpu: 0.000555
input: -4.388431, output_cpu: 0.012268, output_gpu: 0.012268
input: -4.171696, output_cpu: 0.015192, output_gpu: 0.015192
input: -4.908811, output_cpu: 0.007327, output_gpu: 0.007327
input: -4.570506, output_cpu: 0.010247, output_gpu: 0.010247
input: -3.872448, output_cpu: 0.020383, output_gpu: 0.020383
input: -4.039768, output_cpu: 0.017297, output_gpu: 0.017297
input: -4.336735, output_cpu: 0.012910, output_gpu: 0.012910
input: -4.261989, output_cpu: 0.013898, output_gpu: 0.013898
input: -5.078773, output_cpu: 0.006189, output_gpu: 0.006189
input: -6.151624, output_cpu: 0.002125, output_gpu: 0.002125
input: -6.191335, output_cpu: 0.002043, output_gpu: 0.002043
input: -5.868680, output_cpu: 0.002819, output_gpu: 0.002819
input: -5.202742, output_cpu: 0.005471, output_gpu: 0.005471
input: -3.357555, output_cpu: 0.033649, output_gpu: 0.033649
input: -4.051449, output_cpu: 0.017100, output_gpu: 0.017100
input: -4.365261, output_cpu: 0.012552, output_gpu: 0.012552
input: -4.209599, output_cpu: 0.014635, output_gpu: 0.014635
input: -4.153940, output_cpu: 0.015460, output_gpu: 0.015460
input: -5.364429, output_cpu: 0.004658, output_gpu: 0.004658
input: -6.378722, output_cpu: 0.001694, output_gpu: 0.001694
input: -6.606719, output_cpu: 0.001349, output_gpu: 0.001349
input: -6.329346, output_cpu: 0.001780, output_gpu: 0.001780
input: -6.104031, output_cpu: 0.002229, output_gpu: 0.002229
input: -5.602654, output_cpu: 0.003675, output_gpu: 0.003675
input: -5.413537, output_cpu: 0.004436, output_gpu: 0.004436
input: -4.814740, output_cpu: 0.008044, output_gpu: 0.008044
input: -4.457870, output_cpu: 0.011454, output_gpu: 0.011454
input: -3.135523, output_cpu: 0.041666, output_gpu: 0.041665
input: -4.214496, output_cpu: 0.014565, output_gpu: 0.014565
input: -4.860767, output_cpu: 0.007685, output_gpu: 0.007685
input: -5.421696, output_cpu: 0.004400, output_gpu: 0.004400
input: -5.802088, output_cpu: 0.003012, output_gpu: 0.003012
input: -6.857002, output_cpu: 0.001051, output_gpu: 0.001051
input: -7.976968, output_cpu: 0.000343, output_gpu: 0.000343
input: -8.071568, output_cpu: 0.000312, output_gpu: 0.000312
input: -6.352728, output_cpu: 0.001739, output_gpu: 0.001739
input: -5.841566, output_cpu: 0.002896, output_gpu: 0.002896
input: -5.653895, output_cpu: 0.003492, output_gpu: 0.003492
input: -5.930782, output_cpu: 0.002649, output_gpu: 0.002649
input: -3.864151, output_cpu: 0.020550, output_gpu: 0.020550
input: -4.167130, output_cpu: 0.015260, output_gpu: 0.015260
input: -4.782755, output_cpu: 0.008303, output_gpu: 0.008303
input: -5.861619, output_cpu: 0.002839, output_gpu: 0.002839
input: -6.205987, output_cpu: 0.002013, output_gpu: 0.002013
input: -7.233500, output_cpu: 0.000721, output_gpu: 0.000721
input: -7.556992, output_cpu: 0.000522, output_gpu: 0.000522
input: -6.947566, output_cpu: 0.000960, output_gpu: 0.000960
input: -5.833703, output_cpu: 0.002919, output_gpu: 0.002919
input: -5.785660, output_cpu: 0.003062, output_gpu: 0.003062
input: -6.412220, output_cpu: 0.001639, output_gpu: 0.001639
input: -5.296709, output_cpu: 0.004983, output_gpu: 0.004983
input: -4.179910, output_cpu: 0.015069, output_gpu: 0.015069
input: -3.022084, output_cpu: 0.046438, output_gpu: 0.046438
input: -6.168104, output_cpu: 0.002091, output_gpu: 0.002091
input: -5.325256, output_cpu: 0.004844, output_gpu: 0.004844
input: -5.373682, output_cpu: 0.004616, output_gpu: 0.004616
input: -5.076169, output_cpu: 0.006205, output_gpu: 0.006205
input: -5.085107, output_cpu: 0.006150, output_gpu: 0.006150
input: -4.623997, output_cpu: 0.009718, output_gpu: 0.009718
input: -4.055934, output_cpu: 0.017024, output_gpu: 0.017024
input: -3.833393, output_cpu: 0.021178, output_gpu: 0.021178
input: -5.068738, output_cpu: 0.006251, output_gpu: 0.006251
input: -5.201651, output_cpu: 0.005477, output_gpu: 0.005477
input: -5.342900, output_cpu: 0.004759, output_gpu: 0.004759
input: -4.075869, output_cpu: 0.016694, output_gpu: 0.016694
input: -2.572836, output_cpu: 0.070907, output_gpu: 0.070907
input: -5.453747, output_cpu: 0.004262, output_gpu: 0.004262
input: -5.952458, output_cpu: 0.002593, output_gpu: 0.002593
input: -4.986963, output_cpu: 0.006780, output_gpu: 0.006780
input: -5.525809, output_cpu: 0.003967, output_gpu: 0.003967
input: -6.370635, output_cpu: 0.001708, output_gpu: 0.001708
input: -5.922209, output_cpu: 0.002672, output_gpu: 0.002672
input: -4.247278, output_cpu: 0.014101, output_gpu: 0.014101
input: -3.941155, output_cpu: 0.019056, output_gpu: 0.019056
input: -6.394577, output_cpu: 0.001668, output_gpu: 0.001668
input: -6.419215, output_cpu: 0.001627, output_gpu: 0.001627
input: -6.567683, output_cpu: 0.001403, output_gpu: 0.001403
input: -5.358157, output_cpu: 0.004688, output_gpu: 0.004688
input: -3.447093, output_cpu: 0.030856, output_gpu: 0.030856
input: -4.058580, output_cpu: 0.016980, output_gpu: 0.016980
input: -4.884052, output_cpu: 0.007509, output_gpu: 0.007509
input: -5.149466, output_cpu: 0.005769, output_gpu: 0.005769
input: -7.059899, output_cpu: 0.000858, output_gpu: 0.000858
input: -8.569302, output_cpu: 0.000190, output_gpu: 0.000190
input: -9.277421, output_cpu: 0.000094, output_gpu: 0.000094
input: -8.732513, output_cpu: 0.000161, output_gpu: 0.000161
input: -6.882788, output_cpu: 0.001024, output_gpu: 0.001024
input: -5.059225, output_cpu: 0.006310, output_gpu: 0.006310
input: -4.778971, output_cpu: 0.008335, output_gpu: 0.008335
input: -5.072960, output_cpu: 0.006225, output_gpu: 0.006225
input: -3.668794, output_cpu: 0.024873, output_gpu: 0.024873
input: -2.861452, output_cpu: 0.054092, output_gpu: 0.054092
input: -3.930984, output_cpu: 0.019247, output_gpu: 0.019247
input: -4.513186, output_cpu: 0.010845, output_gpu: 0.010845
input: -5.179924, output_cpu: 0.005597, output_gpu: 0.005597
input: -7.621014, output_cpu: 0.000490, output_gpu: 0.000490
input: -9.588454, output_cpu: 0.000069, output_gpu: 0.000069
input: -10.531522, output_cpu: 0.000027, output_gpu: 0.000027
input: -11.641887, output_cpu: 0.000009, output_gpu: 0.000009
input: -9.948956, output_cpu: 0.000048, output_gpu: 0.000048
input: -6.113604, output_cpu: 0.002208, output_gpu: 0.002208
input: -3.709995, output_cpu: 0.023893, output_gpu: 0.023893
input: -3.450633, output_cpu: 0.030750, output_gpu: 0.030750
input: -2.722031, output_cpu: 0.061686, output_gpu: 0.061686
input: -2.490520, output_cpu: 0.076525, output_gpu: 0.076525
input: -5.064991, output_cpu: 0.006274, output_gpu: 0.006274
input: -5.588224, output_cpu: 0.003728, output_gpu: 0.003728
input: -7.452901, output_cpu: 0.000579, output_gpu: 0.000579
input: -11.398342, output_cpu: 0.000011, output_gpu: 0.000011
input: -12.156896, output_cpu: 0.000005, output_gpu: 0.000005
input: -11.305831, output_cpu: 0.000012, output_gpu: 0.000012
input: -12.912037, output_cpu: 0.000002, output_gpu: 0.000002
input: -11.671194, output_cpu: 0.000009, output_gpu: 0.000009
input: -8.175838, output_cpu: 0.000281, output_gpu: 0.000281
input: -5.105901, output_cpu: 0.006024, output_gpu: 0.006024
input: -2.935214, output_cpu: 0.050440, output_gpu: 0.050440
input: -3.488469, output_cpu: 0.029642, output_gpu: 0.029642
input: -2.656430, output_cpu: 0.065594, output_gpu: 0.065594
input: -6.636367, output_cpu: 0.001310, output_gpu: 0.001310
input: -8.010630, output_cpu: 0.000332, output_gpu: 0.000332
input: -11.295249, output_cpu: 0.000012, output_gpu: 0.000012
input: -18.333628, output_cpu: 0.000000, output_gpu: 0.000000
input: -15.419662, output_cpu: 0.000000, output_gpu: 0.000000
input: -11.120322, output_cpu: 0.000015, output_gpu: 0.000015
input: -10.960404, output_cpu: 0.000017, output_gpu: 0.000017
input: -10.519935, output_cpu: 0.000027, output_gpu: 0.000027
input: -8.258408, output_cpu: 0.000259, output_gpu: 0.000259
input: -5.123155, output_cpu: 0.005922, output_gpu: 0.005922
input: -3.871480, output_cpu: 0.020403, output_gpu: 0.020403
input: -4.625533, output_cpu: 0.009703, output_gpu: 0.009703
input: -3.198697, output_cpu: 0.039215, output_gpu: 0.039215
input: -6.135724, output_cpu: 0.002159, output_gpu: 0.002159
input: -7.399468, output_cpu: 0.000611, output_gpu: 0.000611
input: -9.057286, output_cpu: 0.000117, output_gpu: 0.000117
input: -13.558128, output_cpu: 0.000001, output_gpu: 0.000001
input: -11.524606, output_cpu: 0.000010, output_gpu: 0.000010
input: -8.914463, output_cpu: 0.000134, output_gpu: 0.000134
input: -7.972147, output_cpu: 0.000345, output_gpu: 0.000345
input: -8.177998, output_cpu: 0.000281, output_gpu: 0.000281
input: -7.988597, output_cpu: 0.000339, output_gpu: 0.000339
input: -7.049037, output_cpu: 0.000867, output_gpu: 0.000867
input: -5.882941, output_cpu: 0.002779, output_gpu: 0.002779
input: -6.585426, output_cpu: 0.001378, output_gpu: 0.001378
input: -4.378740, output_cpu: 0.012386, output_gpu: 0.012386
input: -5.397402, output_cpu: 0.004508, output_gpu: 0.004508
input: -6.817871, output_cpu: 0.001093, output_gpu: 0.001093
input: -6.549932, output_cpu: 0.001428, output_gpu: 0.001428
input: -8.584148, output_cpu: 0.000187, output_gpu: 0.000187
input: -8.472665, output_cpu: 0.000209, output_gpu: 0.000209
input: -8.349368, output_cpu: 0.000236, output_gpu: 0.000236
input: -7.858612, output_cpu: 0.000386, output_gpu: 0.000386
input: -8.996819, output_cpu: 0.000124, output_gpu: 0.000124
input: -8.811155, output_cpu: 0.000149, output_gpu: 0.000149
input: -8.143900, output_cpu: 0.000290, output_gpu: 0.000290
input: -7.631105, output_cpu: 0.000485, output_gpu: 0.000485
input: -8.034657, output_cpu: 0.000324, output_gpu: 0.000324
input: -5.439019, output_cpu: 0.004325, output_gpu: 0.004325
input: -5.227023, output_cpu: 0.005341, output_gpu: 0.005341
input: -6.969558, output_cpu: 0.000939, output_gpu: 0.000939
input: -6.866938, output_cpu: 0.001041, output_gpu: 0.001041
input: -7.264972, output_cpu: 0.000699, output_gpu: 0.000699
input: -7.400052, output_cpu: 0.000611, output_gpu: 0.000611
input: -7.779986, output_cpu: 0.000418, output_gpu: 0.000418
input: -8.283200, output_cpu: 0.000253, output_gpu: 0.000253
input: -9.828721, output_cpu: 0.000054, output_gpu: 0.000054
input: -10.405169, output_cpu: 0.000030, output_gpu: 0.000030
input: -10.372541, output_cpu: 0.000031, output_gpu: 0.000031
input: -8.985562, output_cpu: 0.000125, output_gpu: 0.000125
input: -8.148487, output_cpu: 0.000289, output_gpu: 0.000289
input: -5.840610, output_cpu: 0.002899, output_gpu: 0.002899
input: -5.173204, output_cpu: 0.005634, output_gpu: 0.005634
input: -6.818759, output_cpu: 0.001092, output_gpu: 0.001092
input: -6.426951, output_cpu: 0.001615, output_gpu: 0.001615
input: -6.722274, output_cpu: 0.001202, output_gpu: 0.001202
input: -6.562185, output_cpu: 0.001411, output_gpu: 0.001411
input: -6.516696, output_cpu: 0.001476, output_gpu: 0.001476
input: -6.052754, output_cpu: 0.002346, output_gpu: 0.002346
input: -7.082686, output_cpu: 0.000839, output_gpu: 0.000839
input: -8.164658, output_cpu: 0.000284, output_gpu: 0.000284
input: -8.321705, output_cpu: 0.000243, output_gpu: 0.000243
input: -7.786194, output_cpu: 0.000415, output_gpu: 0.000415
input: -6.830431, output_cpu: 0.001079, output_gpu: 0.001079
input: -5.448782, output_cpu: 0.004283, output_gpu: 0.004283
input: -4.084242, output_cpu: 0.016557, output_gpu: 0.016557
input: -4.681107, output_cpu: 0.009184, output_gpu: 0.009184
input: -4.998227, output_cpu: 0.006705, output_gpu: 0.006705
input: -4.911012, output_cpu: 0.007311, output_gpu: 0.007311
input: -6.514620, output_cpu: 0.001479, output_gpu: 0.001479
input: -8.070018, output_cpu: 0.000313, output_gpu: 0.000313
input: -8.678859, output_cpu: 0.000170, output_gpu: 0.000170
input: -8.222926, output_cpu: 0.000268, output_gpu: 0.000268
input: -7.213272, output_cpu: 0.000736, output_gpu: 0.000736
input: -5.700020, output_cpu: 0.003335, output_gpu: 0.003335
input: -5.842886, output_cpu: 0.002892, output_gpu: 0.002892
input: -5.294679, output_cpu: 0.004993, output_gpu: 0.004993
input: -4.709191, output_cpu: 0.008932, output_gpu: 0.008932
input: -3.427715, output_cpu: 0.031440, output_gpu: 0.031440
input: -4.876966, output_cpu: 0.007562, output_gpu: 0.007562
input: -5.974820, output_cpu: 0.002536, output_gpu: 0.002536
input: -6.359750, output_cpu: 0.001727, output_gpu: 0.001727
input: -7.386299, output_cpu: 0.000619, output_gpu: 0.000619
input: -8.776811, output_cpu: 0.000154, output_gpu: 0.000154
input: -10.306799, output_cpu: 0.000033, output_gpu: 0.000033
input: -9.946836, output_cpu: 0.000048, output_gpu: 0.000048
input: -7.287819, output_cpu: 0.000683, output_gpu: 0.000683
input: -5.733085, output_cpu: 0.003227, output_gpu: 0.003227
input: -5.443297, output_cpu: 0.004307, output_gpu: 0.004307
input: -5.988276, output_cpu: 0.002502, output_gpu: 0.002502
input: -4.237595, output_cpu: 0.014237, output_gpu: 0.014237
input: -4.702279, output_cpu: 0.008993, output_gpu: 0.008993
input: -5.021754, output_cpu: 0.006550, output_gpu: 0.006550
input: -5.861877, output_cpu: 0.002838, output_gpu: 0.002838
input: -6.087095, output_cpu: 0.002267, output_gpu: 0.002267
input: -7.689928, output_cpu: 0.000457, output_gpu: 0.000457
input: -8.606074, output_cpu: 0.000183, output_gpu: 0.000183
input: -8.627098, output_cpu: 0.000179, output_gpu: 0.000179
input: -8.049569, output_cpu: 0.000319, output_gpu: 0.000319
input: -7.859517, output_cpu: 0.000386, output_gpu: 0.000386
input: -10.426365, output_cpu: 0.000030, output_gpu: 0.000030
input: -8.244763, output_cpu: 0.000263, output_gpu: 0.000263
input: -5.168436, output_cpu: 0.005661, output_gpu: 0.005661
input: -3.950736, output_cpu: 0.018877, output_gpu: 0.018877
input: -6.279714, output_cpu: 0.001870, output_gpu: 0.001870
input: -4.984613, output_cpu: 0.006796, output_gpu: 0.006796
input: -5.030795, output_cpu: 0.006491, output_gpu: 0.006491
input: -4.767733, output_cpu: 0.008428, output_gpu: 0.008428
input: -5.367671, output_cpu: 0.004643, output_gpu: 0.004643
input: -5.570706, output_cpu: 0.003793, output_gpu: 0.003793
input: -5.667970, output_cpu: 0.003443, output_gpu: 0.003443
input: -5.260481, output_cpu: 0.005166, output_gpu: 0.005166
input: -6.420588, output_cpu: 0.001625, output_gpu: 0.001625
input: -8.979655, output_cpu: 0.000126, output_gpu: 0.000126
input: -8.137983, output_cpu: 0.000292, output_gpu: 0.000292
input: -5.255929, output_cpu: 0.005189, output_gpu: 0.005189
input: -3.574672, output_cpu: 0.027261, output_gpu: 0.027261
input: -5.451695, output_cpu: 0.004271, output_gpu: 0.004271
input: -4.337511, output_cpu: 0.012900, output_gpu: 0.012900
input: -4.354119, output_cpu: 0.012691, output_gpu: 0.012691
input: -5.002755, output_cpu: 0.006675, output_gpu: 0.006675
input: -6.097095, output_cpu: 0.002244, output_gpu: 0.002244
input: -6.120505, output_cpu: 0.002193, output_gpu: 0.002193
input: -5.409493, output_cpu: 0.004454, output_gpu: 0.004454
input: -4.951996, output_cpu: 0.007020, output_gpu: 0.007020
input: -6.379773, output_cpu: 0.001693, output_gpu: 0.001693
input: -7.384341, output_cpu: 0.000621, output_gpu: 0.000621
input: -7.271124, output_cpu: 0.000695, output_gpu: 0.000695
input: -5.784301, output_cpu: 0.003066, output_gpu: 0.003066
input: -4.297810, output_cpu: 0.013416, output_gpu: 0.013416
input: -4.311534, output_cpu: 0.013235, output_gpu: 0.013235
input: -4.204631, output_cpu: 0.014707, output_gpu: 0.014707
input: -4.932437, output_cpu: 0.007157, output_gpu: 0.007157
input: -5.754466, output_cpu: 0.003159, output_gpu: 0.003159
input: -7.458901, output_cpu: 0.000576, output_gpu: 0.000576
input: -8.402637, output_cpu: 0.000224, output_gpu: 0.000224
input: -8.588723, output_cpu: 0.000186, output_gpu: 0.000186
input: -6.936980, output_cpu: 0.000970, output_gpu: 0.000970
input: -4.930530, output_cpu: 0.007171, output_gpu: 0.007171
input: -5.878513, output_cpu: 0.002791, output_gpu: 0.002791
input: -5.757061, output_cpu: 0.003150, output_gpu: 0.003150
input: -3.520911, output_cpu: 0.028723, output_gpu: 0.028723
input: -3.467249, output_cpu: 0.030259, output_gpu: 0.030259
input: -4.137400, output_cpu: 0.015713, output_gpu: 0.015713
input: -4.260368, output_cpu: 0.013921, output_gpu: 0.013921
input: -5.281721, output_cpu: 0.005058, output_gpu: 0.005058
input: -7.451534, output_cpu: 0.000580, output_gpu: 0.000580
input: -9.403866, output_cpu: 0.000082, output_gpu: 0.000082
input: -9.970136, output_cpu: 0.000047, output_gpu: 0.000047
input: -10.997442, output_cpu: 0.000017, output_gpu: 0.000017
input: -9.481093, output_cpu: 0.000076, output_gpu: 0.000076
input: -6.323931, output_cpu: 0.001790, output_gpu: 0.001790
input: -4.805464, output_cpu: 0.008118, output_gpu: 0.008118
input: -4.995968, output_cpu: 0.006720, output_gpu: 0.006720
input: -3.496840, output_cpu: 0.029402, output_gpu: 0.029402
input: -3.414429, output_cpu: 0.031848, output_gpu: 0.031848
input: -5.093010, output_cpu: 0.006102, output_gpu: 0.006102
input: -5.421179, output_cpu: 0.004402, output_gpu: 0.004402
input: -7.757522, output_cpu: 0.000427, output_gpu: 0.000427
input: -12.051131, output_cpu: 0.000006, output_gpu: 0.000006
input: -11.863122, output_cpu: 0.000007, output_gpu: 0.000007
input: -10.396073, output_cpu: 0.000031, output_gpu: 0.000031
input: -12.062292, output_cpu: 0.000006, output_gpu: 0.000006
input: -10.699224, output_cpu: 0.000023, output_gpu: 0.000023
input: -8.040636, output_cpu: 0.000322, output_gpu: 0.000322
input: -5.370035, output_cpu: 0.004632, output_gpu: 0.004632
input: -4.936683, output_cpu: 0.007127, output_gpu: 0.007127
input: -4.110911, output_cpu: 0.016128, output_gpu: 0.016128
